Brand,Country,Year,Monthly_Production_Tonnes,Avg_Item_Price_USD,Release_Cycles_Per_Year,Carbon_Emissions_tCO2e,Water_Usage_Million_Litres,Landfill_Waste_Tonnes,Avg_Worker_Wage_USD,Working_Hours_Per_Week,Child_Labor_Incidents,Return_Rate_Percent,Avg_Spend_Per_Customer_USD,Shopping_Frequency_Per_Year,Instagram_Mentions_Thousands,TikTok_Mentions_Thousands,Sentiment_Score,Social_Sentiment_Label,GDP_Contribution_Million_USD,Env_Cost_Index,Sustainability_Score,Transparency_Index,Compliance_Score,Ethical_Rating
H&M,Indonesia,2021,693.06,24.18,11,6186.13,224.28,538.78,115.8,48,2,14.26,98.0,5,2380,1005,0.5,Negative,322.01,0.81,57.43,8.97,89.01,4.83
H&M,Turkey,2015,596.92,15.3,28,13425.87,190.89,651.33,129.17,58,0,37.17,77.03,5,8734,6458,-0.33,Neutral,567.99,0.67,6.87,14.51,54.63,0.31
Shein,Germany,2024,349.83,28.0,26,11456.37,150.39,868.45,194.97,53,2,28.47,155.36,11,9353,4711,0.3,Neutral,123.13,0.93,0.49,78.58,64.13,0.23
H&M,Bangladesh,2022,402.49,23.42,9,9801.76,172.11,718.87,241.05,41,0,35.14,123.39,5,9746,2377,0.66,Positive,709.78,0.81,72.17,35.91,12.23,1.08
Forever 21,Indonesia,2018,816.74,22.61,18,16885.63,309.24,602.75,107.93,53,0,10.36,98.95,7,999,2152,0.68,Positive,448.55,0.33,13.41,19.31,97.1,2.75
Zara,Germany,2022,558.48,18.18,25,8885.7,210.56,591.85,147.32,41,1,22.1,122.09,18,7260,433,-0.35,Neutral,561.59,0.95,4.16,76.73,48.31,4.72
Forever 21,UK,2024,732.86,16.03,26,12741.22,240.58,833.83,179.94,65,2,14.66,79.63,7,5410,6240,0.32,Neutral,404.81,0.93,43.58,71.03,45.97,1.64
H&M,USA,2016,100.7,23.51,26,10584.52,158.18,785.53,113.12,60,0,32.84,56.98,6,4965,4356,0.28,Positive,580.82,0.53,93.46,28.93,72.62,3.65
Zara,Indonesia,2023,534.99,19.19,19,7424.43,226.02,909.3,73.14,64,0,16.85,109.95,6,9192,2228,-0.35,Positive,399.24,0.93,19.0,18.79,56.53,0.25
Zara,Bangladesh,2020,458.79,26.85,6,6221.31,221.43,335.7,148.71,54,4,11.74,109.09,18,9792,6139,0.76,Positive,409.84,0.33,2.23,13.58,65.91,4.89
Forever 21,Turkey,2018,485.45,15.05,24,8427.31,220.18,656.37,119.23,68,2,37.06,131.18,19,1778,914,-0.72,Negative,187.27,0.65,22.37,63.92,97.25,4.73
Uniqlo,Germany,2016,406.34,17.45,24,9725.83,136.81,778.28,179.9,62,0,33.7,128.21,16,151,6108,-0.55,Neutral,805.39,0.72,79.44,45.43,87.57,4.27
H&M,Brazil,2024,552.07,24.08,8,10275.16,188.73,1021.5,215.28,41,0,36.69,210.91,12,4559,3142,-0.66,Positive,358.82,0.77,82.33,85.59,10.67,2.79
Uniqlo,China,2024,457.42,21.18,26,11507.96,200.66,779.38,176.83,65,1,25.56,178.85,14,5358,4812,-0.68,Neutral,155.84,0.42,23.32,31.59,57.95,1.82
Uniqlo,China,2023,217.1,29.31,8,10860.59,279.52,811.52,137.67,45,1,24.5,127.54,19,9485,6028,-0.96,Negative,21.52,0.45,81.76,32.66,64.9,4.96
Forever 21,China,2016,379.31,21.52,17,5183.1,195.44,647.95,193.49,47,1,29.63,124.38,7,4161,523,-0.67,Neutral,236.51,0.51,51.08,53.17,81.99,2.59
H&M,Germany,2022,605.76,14.18,6,9751.9,248.55,821.83,151.82,53,3,35.62,119.61,17,5278,7291,0.48,Positive,617.47,0.14,46.26,18.67,84.06,4.2
Uniqlo,China,2021,386.34,14.5,18,10112.01,198.32,1124.8,148.99,49,1,27.91,116.88,19,5292,7077,0.65,Neutral,767.73,0.98,84.56,85.52,57.72,2.59
Zara,India,2015,684.4,18.19,21,9127.29,99.04,707.78,68.29,65,1,30.93,103.01,8,3361,2843,0.08,Positive,641.38,0.93,2.79,26.76,13.25,2.67
H&M,UK,2018,440.11,20.81,28,9079.56,102.45,975.07,166.12,62,0,36.91,209.57,12,8527,687,0.19,Neutral,744.0,0.94,28.65,27.88,44.05,1.78
Shein,Bangladesh,2020,619.09,26.62,19,7599.88,193.05,695.36,157.15,52,0,31.43,160.03,14,2522,85,0.46,Neutral,528.64,0.8,6.72,20.5,97.43,3.47
Zara,China,2019,198.28,24.65,16,11786.57,184.71,689.47,221.86,55,0,27.62,118.12,6,2774,2448,0.05,Neutral,687.22,0.68,53.76,65.48,90.76,4.97
Zara,UK,2020,559.42,20.97,23,7686.02,154.28,981.5,167.14,47,2,28.05,177.92,4,5063,6036,-0.1,Neutral,390.95,0.86,30.2,37.18,16.48,1.05
Shein,UK,2021,522.12,30.73,6,8074.08,143.26,744.09,107.96,50,3,19.78,68.79,7,2976,1681,0.15,Neutral,333.23,0.98,45.31,93.76,91.44,1.27
Forever 21,Vietnam,2015,754.47,14.19,13,8839.05,294.15,649.54,160.78,54,2,26.54,86.95,5,8241,7181,0.2,Positive,446.42,0.11,9.56,20.73,34.81,2.71
Uniqlo,China,2024,344.5,15.23,25,9179.9,293.06,1113.06,104.12,43,1,10.6,158.82,18,3169,6536,0.47,Neutral,786.64,0.39,19.45,23.06,89.12,1.02
Uniqlo,Brazil,2022,478.59,25.12,19,9379.17,164.7,1034.23,201.93,41,1,11.46,138.46,5,4462,6878,0.9,Positive,536.01,0.43,98.01,54.23,24.25,0.96
Zara,Vietnam,2019,477.74,14.35,16,14124.6,226.01,866.11,105.56,64,0,24.19,137.42,10,502,3025,0.42,Neutral,437.02,0.47,1.09,79.29,40.85,3.35
H&M,Germany,2023,619.89,19.39,17,13031.11,220.45,485.54,154.94,66,2,21.25,95.48,8,1560,4737,-0.05,Neutral,652.82,0.89,4.24,97.79,99.33,2.99
H&M,China,2015,331.27,16.58,18,10144.58,307.87,486.94,72.38,68,1,26.35,166.08,11,1757,1202,-0.59,Positive,490.84,0.87,30.1,94.1,28.11,4.63
Zara,Turkey,2016,456.49,12.69,20,6587.61,186.03,679.61,99.6,59,1,17.72,110.14,11,9536,5216,-0.18,Positive,647.22,0.91,32.45,37.92,78.29,3.79
H&M,USA,2015,438.04,26.61,11,4604.5,204.21,597.24,113.82,63,1,19.73,136.74,9,4903,6619,-0.63,Neutral,507.46,0.91,50.64,6.72,14.13,1.54
Forever 21,Indonesia,2021,488.04,19.05,7,12463.18,208.48,1088.14,117.8,41,1,36.27,87.37,16,2032,7129,-0.27,Positive,385.22,0.71,23.69,70.1,34.74,2.28
H&M,Indonesia,2022,778.07,22.87,17,13839.31,159.84,865.96,167.75,56,1,14.73,82.48,9,8870,7290,0.44,Positive,524.79,0.27,82.19,32.61,44.4,3.86
H&M,Germany,2023,278.23,24.83,14,9586.96,153.03,588.78,154.79,65,1,19.31,104.26,12,4847,4442,0.47,Neutral,233.45,0.79,30.16,6.77,3.76,3.84
Zara,India,2019,352.59,18.46,12,11529.05,236.47,1031.55,187.69,52,1,35.93,167.98,8,384,7016,-0.38,Negative,613.57,0.72,82.2,42.04,90.01,0.4
Uniqlo,Brazil,2019,549.2,21.7,25,11870.17,151.42,871.94,84.89,45,0,27.78,117.07,12,9044,3811,0.05,Positive,273.93,0.71,7.54,57.83,24.62,3.37
Shein,China,2015,577.8,22.62,22,11513.49,166.53,650.28,129.41,43,1,23.66,107.81,6,190,7261,0.14,Positive,537.37,0.41,72.59,68.35,61.91,3.09
H&M,USA,2022,353.48,27.74,21,7487.85,178.87,467.04,217.14,49,2,39.68,111.17,17,2490,3312,0.86,Negative,610.29,0.21,6.14,31.1,13.66,2.63
H&M,Vietnam,2017,897.24,23.35,13,10002.11,185.35,685.8,122.53,61,1,16.82,150.18,19,8396,3673,0.78,Positive,683.04,0.57,34.76,25.37,24.34,0.5
H&M,Brazil,2015,491.83,19.88,12,10416.75,153.69,764.93,244.81,46,0,18.26,110.14,5,4057,5108,0.1,Positive,478.33,0.81,69.75,90.75,88.58,3.94
Uniqlo,China,2024,210.09,18.75,22,3713.24,105.92,1080.02,187.64,40,1,17.19,77.78,6,631,5569,-0.42,Neutral,436.29,0.86,52.23,55.25,88.07,4.6
Zara,Turkey,2023,204.1,16.44,9,6679.56,193.69,793.05,136.27,67,2,15.7,149.33,16,1777,3716,-0.78,Neutral,430.05,0.83,74.37,87.59,11.89,3.8
Forever 21,USA,2015,320.16,23.47,18,12586.33,208.94,718.58,193.8,60,0,12.32,159.51,6,698,6225,0.76,Positive,463.65,0.3,18.33,77.23,25.51,0.96
Zara,Bangladesh,2017,289.81,12.05,23,12902.15,264.19,664.75,56.36,67,0,16.23,110.98,6,5885,1497,0.31,Neutral,445.29,0.17,5.8,48.52,95.78,2.13
Zara,Germany,2023,161.54,22.89,6,12705.8,294.24,1164.54,113.28,58,1,14.61,121.86,3,1142,4921,-0.43,Positive,629.65,0.83,3.19,59.4,87.36,2.05
H&M,Indonesia,2021,490.53,11.21,27,11380.37,189.99,903.8,150.16,65,1,29.48,146.26,4,5451,3453,0.25,Negative,535.56,0.16,64.5,98.41,87.88,2.95
Forever 21,USA,2024,162.35,12.85,12,7338.49,238.55,460.32,135.55,68,0,21.35,125.69,14,6958,2554,-0.52,Negative,637.7,0.65,62.13,4.65,60.78,1.87
Zara,China,2020,613.46,23.04,15,9489.99,125.31,849.77,141.18,62,2,16.69,128.68,16,7733,170,-0.39,Neutral,215.33,0.67,62.48,59.69,15.94,3.17
H&M,Vietnam,2021,450.78,19.76,10,8337.36,220.04,903.12,67.6,54,2,37.88,155.18,7,750,3056,0.99,Neutral,479.67,0.49,88.85,32.8,52.53,4.27
Shein,Germany,2016,726.82,23.55,29,8644.08,165.4,1084.84,148.36,40,0,39.93,121.04,3,6740,2949,0.94,Positive,423.5,0.65,52.22,51.9,38.64,2.34
H&M,Bangladesh,2016,589.32,20.93,9,6821.45,60.88,889.03,125.15,47,2,30.9,133.03,19,1129,2426,-0.43,Negative,699.22,0.76,80.77,35.4,15.99,3.24
H&M,Bangladesh,2022,505.1,29.52,29,8615.46,223.09,1270.94,120.74,51,3,28.63,111.03,17,7494,7063,0.72,Positive,380.25,0.94,77.5,94.08,30.23,4.31
Shein,USA,2019,311.15,19.79,11,9367.57,256.24,817.13,42.22,57,1,15.82,133.39,8,2137,1380,0.9,Negative,479.0,0.68,45.54,46.83,41.07,1.16
Zara,India,2017,586.45,8.29,9,6328.68,120.82,491.69,118.24,55,2,38.51,124.55,14,1994,3056,0.22,Positive,311.48,0.92,45.76,98.77,59.28,0.8
Shein,China,2017,590.79,15.66,7,8777.3,196.89,1063.06,166.8,58,2,36.99,115.11,12,1460,2098,0.53,Neutral,268.09,0.37,40.96,56.41,37.34,3.88
Forever 21,USA,2018,286.04,25.3,21,13187.72,235.36,814.97,163.68,68,0,14.68,72.2,8,2622,7216,0.74,Neutral,618.13,0.83,26.39,82.96,70.12,4.95
Forever 21,Vietnam,2015,508.37,23.67,23,6550.26,186.14,1070.54,129.23,62,1,30.11,96.57,7,4480,3759,0.4,Neutral,281.04,0.35,93.91,3.6,97.91,0.29
Forever 21,China,2021,588.54,27.37,19,6317.91,217.22,726.55,129.94,67,2,33.87,62.55,16,6398,3035,0.39,Positive,388.45,0.13,58.97,34.7,19.62,3.47
Forever 21,USA,2018,561.29,18.85,6,10526.24,220.82,508.54,171.17,43,0,13.15,162.46,17,9345,7290,-0.94,Negative,431.03,0.38,71.34,14.76,34.09,0.1
Uniqlo,Bangladesh,2021,592.22,21.79,11,9105.75,168.99,572.77,140.23,47,1,14.15,89.12,11,3197,3128,1.0,Neutral,129.03,0.98,41.01,25.03,75.84,1.5
Uniqlo,Vietnam,2019,522.98,26.91,28,10686.88,163.08,1045.69,114.25,47,0,15.68,132.2,3,702,477,-0.1,Positive,632.36,0.24,53.19,28.15,9.62,2.33
Uniqlo,Bangladesh,2021,417.24,20.55,16,9371.96,95.13,946.75,163.33,69,0,34.1,85.83,10,5085,5076,0.6,Negative,460.94,0.43,15.99,40.41,55.53,0.15
Uniqlo,Brazil,2015,299.56,28.13,21,10892.44,236.41,989.26,179.8,47,0,29.29,89.75,6,9261,2596,-0.24,Neutral,792.05,0.87,43.19,4.0,1.74,3.23
Uniqlo,Turkey,2017,818.26,30.06,20,7737.03,120.51,892.63,132.18,48,3,15.44,100.78,19,9441,5117,0.38,Neutral,542.26,0.41,24.91,68.92,96.96,3.73
Uniqlo,India,2018,878.15,18.92,15,10715.75,262.57,1085.31,87.38,67,0,39.66,123.75,4,5786,3537,0.88,Positive,581.6,0.83,35.48,81.2,92.29,4.74
H&M,USA,2024,343.82,23.3,29,7261.5,234.74,1009.91,164.19,61,1,10.72,107.95,17,4198,1057,0.53,Positive,184.82,0.43,81.74,9.8,67.98,1.47
Uniqlo,Germany,2019,435.04,26.54,12,5963.12,257.09,681.67,149.64,68,3,14.26,128.94,7,5977,4238,0.97,Neutral,592.14,0.3,6.64,27.09,39.77,2.21
Zara,USA,2018,622.68,21.22,26,6322.47,225.49,893.52,144.0,66,0,21.77,112.37,7,4573,5067,-0.91,Neutral,578.11,0.6,83.49,40.95,61.73,4.5
H&M,Bangladesh,2022,409.93,22.84,21,10588.32,290.63,865.31,108.89,42,1,25.54,60.7,4,3586,3207,0.9,Positive,85.05,0.68,27.75,53.15,62.72,3.2
Forever 21,Vietnam,2019,315.34,21.63,19,7509.21,88.55,931.37,137.62,51,2,36.61,85.75,5,758,1346,-0.39,Neutral,289.29,0.55,18.52,46.66,83.63,4.36
Forever 21,Vietnam,2016,598.85,12.19,19,13761.57,151.78,773.82,157.98,64,0,17.65,107.49,16,2652,5946,-0.46,Positive,417.85,0.82,68.34,52.29,64.99,4.38
Zara,China,2017,702.57,17.15,18,10000.99,28.05,607.9,221.62,53,2,13.92,127.6,12,5489,5498,0.55,Positive,550.66,0.76,34.16,99.95,84.87,1.3
Uniqlo,UK,2023,409.38,15.05,12,14904.6,64.37,1123.47,202.41,40,1,13.27,95.06,10,5096,4446,-0.35,Positive,585.8,0.96,46.6,95.62,88.08,3.84
Uniqlo,Turkey,2017,864.55,15.45,29,12455.61,283.73,751.39,220.27,62,1,17.34,118.85,17,5025,2886,-0.04,Negative,412.75,0.46,93.2,4.12,68.36,4.26
Forever 21,Bangladesh,2015,410.78,20.2,23,15173.96,203.22,351.65,239.38,43,1,18.52,113.73,4,6103,1314,-0.07,Negative,797.42,0.37,23.63,92.23,74.88,1.67
Forever 21,UK,2017,476.18,18.56,16,9557.65,213.65,543.35,104.45,52,1,38.96,89.13,7,9771,2419,0.03,Negative,334.44,0.24,4.45,69.83,73.23,2.3
Forever 21,Turkey,2018,563.9,29.85,10,11145.99,288.69,643.55,164.05,69,1,21.02,105.06,12,6696,4731,-0.45,Neutral,364.71,0.91,8.88,14.44,63.59,4.25
Forever 21,China,2015,539.08,17.75,19,8706.28,358.93,576.44,82.68,55,0,36.82,123.79,17,2611,2140,0.77,Neutral,377.43,0.62,22.72,7.95,62.7,2.73
H&M,Germany,2015,429.59,29.93,12,4430.71,224.23,545.37,206.62,65,1,30.89,152.13,3,235,6718,-0.55,Positive,401.47,0.72,7.66,36.31,26.69,1.15
Forever 21,India,2018,531.09,5.11,6,18357.74,258.91,565.91,111.64,42,0,30.23,155.57,6,4741,4010,-0.73,Positive,418.41,0.36,96.91,5.16,34.9,0.42
Forever 21,Germany,2015,567.46,23.92,13,9052.36,191.45,823.62,148.42,40,0,14.17,103.14,3,3356,4069,0.54,Neutral,270.2,0.2,22.98,0.85,96.84,2.96
H&M,USA,2018,634.75,26.52,17,5737.64,234.2,431.87,98.32,68,0,33.95,108.12,14,7095,7931,0.03,Positive,542.79,0.74,68.2,37.28,87.76,0.31
Shein,Turkey,2023,587.81,20.55,26,6714.88,191.94,704.56,208.64,45,1,39.53,90.28,17,5296,2777,0.1,Negative,477.64,0.38,50.36,55.87,24.01,2.78
H&M,Vietnam,2017,377.61,24.47,27,13843.55,192.81,934.29,205.14,45,0,12.21,134.35,14,3266,6075,-0.92,Positive,506.72,0.93,18.12,91.25,5.62,4.74
Uniqlo,Brazil,2024,404.7,15.18,6,14606.94,134.4,814.43,166.09,66,3,33.35,102.31,5,4007,4749,-0.39,Negative,498.6,0.33,4.97,83.67,6.43,4.44
Zara,USA,2022,516.72,34.38,29,11251.43,296.19,460.15,143.2,57,0,34.8,98.94,14,5858,2971,0.01,Positive,800.55,0.65,48.81,57.2,11.15,2.16
Shein,China,2022,432.48,18.81,29,11372.2,208.34,883.54,154.67,66,2,31.89,110.81,12,1813,7922,0.35,Neutral,465.35,0.6,13.83,90.85,59.33,2.29
Shein,UK,2017,415.05,26.06,16,4704.64,171.41,514.84,44.15,52,0,33.45,90.88,5,4901,7204,0.59,Negative,251.71,0.6,21.47,45.09,69.34,4.19
H&M,UK,2016,516.2,22.35,17,13460.37,144.33,702.76,134.46,46,1,29.12,190.83,15,2186,3205,0.91,Neutral,675.47,0.18,93.89,31.12,51.27,0.54
Uniqlo,USA,2021,481.83,16.31,29,8733.93,303.34,763.18,104.73,53,1,15.8,105.14,15,6323,4373,0.9,Neutral,733.07,0.3,34.18,20.64,93.0,0.05
Shein,USA,2024,653.19,21.16,8,12096.71,334.69,991.74,157.68,52,3,33.0,108.19,18,5658,1785,0.61,Positive,346.72,0.95,68.65,73.21,89.55,4.68
Forever 21,Indonesia,2020,350.74,19.89,16,8701.07,335.51,1045.69,76.31,64,1,19.21,48.99,7,7448,5934,0.87,Positive,515.24,0.89,52.24,88.42,92.09,2.05
Zara,Germany,2016,420.22,18.57,25,11294.17,147.59,819.16,127.9,61,0,38.11,164.45,6,1547,3919,0.72,Neutral,336.41,0.1,18.99,21.97,95.0,0.77
Forever 21,USA,2022,506.06,17.29,29,12289.96,204.11,610.79,195.24,42,1,18.0,128.59,15,2353,7244,-0.65,Negative,588.82,0.22,30.77,37.95,79.68,0.96
Shein,UK,2017,489.59,28.92,20,11622.48,58.83,1035.51,195.64,59,1,24.77,117.95,9,1388,795,-0.17,Neutral,148.01,0.12,34.69,80.67,79.74,2.47
Zara,Bangladesh,2017,878.65,15.65,26,9133.32,200.92,384.3,134.51,59,0,31.77,102.29,8,3991,904,-0.78,Neutral,520.73,0.68,75.58,32.15,48.97,4.73
H&M,Bangladesh,2015,479.48,21.58,25,6987.18,127.74,553.56,129.57,59,2,17.83,114.04,3,3286,2819,0.27,Neutral,299.49,0.66,13.26,39.03,70.69,4.86
H&M,UK,2015,452.19,14.09,27,12442.51,253.34,769.88,117.59,68,0,33.33,117.88,7,6826,4072,-0.67,Positive,536.99,0.42,94.72,74.76,54.58,1.26
Zara,Bangladesh,2022,340.32,18.13,12,15048.77,239.13,813.81,126.1,63,4,18.57,78.21,4,9465,6055,0.11,Positive,710.28,0.4,47.18,27.93,0.6,1.08
Forever 21,UK,2024,651.69,23.73,17,8076.65,158.54,725.09,208.05,48,0,34.5,101.19,12,4119,4320,-0.08,Negative,279.98,0.91,21.97,74.14,15.91,3.08
H&M,UK,2023,481.67,25.38,29,6823.26,248.8,1065.35,111.69,54,0,17.79,120.97,11,3078,5608,-0.12,Neutral,307.7,0.53,56.54,70.56,4.72,0.4
Shein,Turkey,2017,482.49,16.66,13,7544.37,243.63,795.55,185.92,69,2,30.1,142.82,19,1486,1952,0.68,Positive,232.36,0.33,28.93,67.79,21.27,1.15
H&M,Germany,2017,661.99,14.12,19,10094.23,151.67,758.62,114.21,52,0,26.63,86.86,18,2091,5014,-0.23,Positive,363.86,0.82,73.85,73.49,98.52,1.48
Forever 21,Indonesia,2017,642.89,21.94,8,8596.42,255.97,946.47,178.61,56,4,10.93,111.37,15,3303,2403,-0.16,Negative,702.42,0.69,48.38,69.72,85.34,0.98
Zara,Brazil,2021,395.21,10.57,26,11728.58,205.52,1046.24,80.4,53,2,11.74,152.7,12,173,858,0.04,Negative,705.92,0.13,31.25,16.62,13.87,1.69
Forever 21,Indonesia,2020,415.02,22.86,25,7509.33,247.82,555.73,198.3,61,1,11.2,115.16,12,3782,7687,0.49,Neutral,405.11,0.12,59.04,70.65,85.41,4.73
H&M,India,2022,473.61,23.89,9,7919.69,344.9,570.04,75.39,45,1,21.02,121.25,6,783,925,0.36,Positive,560.81,0.46,55.52,25.33,3.55,4.18
Forever 21,India,2017,603.55,24.11,27,453.16,84.42,630.46,163.98,49,0,26.89,142.31,17,2688,371,-0.27,Positive,636.06,0.28,67.51,30.63,88.9,1.0
Zara,Germany,2023,706.48,29.63,29,9250.98,190.3,854.98,120.95,57,1,30.44,66.83,14,622,4495,-0.16,Neutral,98.46,0.11,12.24,56.99,21.59,0.72
H&M,USA,2017,360.35,17.57,18,4768.92,242.58,418.08,110.48,55,0,16.56,139.29,9,2273,87,0.05,Positive,543.93,0.32,20.67,39.69,85.99,0.31
Zara,Bangladesh,2024,544.65,18.93,16,6277.24,233.69,481.53,222.11,59,2,29.11,228.08,6,5859,236,0.31,Positive,508.32,0.63,15.58,21.06,26.02,4.6
Uniqlo,China,2021,547.78,27.81,12,6811.33,126.55,356.97,154.98,54,1,32.17,159.38,9,5718,4855,0.7,Negative,607.19,0.88,64.22,50.64,95.73,4.86
Uniqlo,Vietnam,2024,297.57,26.81,7,9070.95,169.03,830.93,117.26,61,2,32.72,75.01,3,2712,7474,-0.37,Neutral,564.31,0.18,40.74,91.16,78.15,3.61
Forever 21,UK,2024,652.88,20.44,28,11270.58,142.51,856.27,143.84,57,2,17.73,113.37,17,4536,753,-0.15,Negative,110.09,0.64,27.92,75.84,19.68,3.93
Forever 21,UK,2022,455.04,19.0,17,6356.24,172.54,875.08,127.27,40,2,25.31,57.61,10,342,6968,0.81,Positive,194.12,0.13,14.03,8.48,26.32,2.21
Forever 21,Indonesia,2018,501.97,31.22,9,9862.98,174.01,401.18,181.19,51,1,12.79,130.29,12,5513,5650,0.04,Negative,653.62,0.18,16.65,32.36,10.36,4.08
Forever 21,Germany,2023,369.22,22.7,6,206.09,223.05,902.08,172.59,44,1,33.73,103.15,7,5478,654,-0.16,Neutral,631.44,0.99,15.19,46.33,73.25,0.03
Forever 21,UK,2016,342.9,18.07,8,10012.63,232.42,630.68,119.07,58,3,31.63,164.24,5,777,2960,0.08,Neutral,702.36,0.65,14.95,41.74,33.56,1.75
Shein,UK,2016,439.94,14.66,23,11091.78,230.34,934.92,190.05,51,0,15.9,87.39,15,8080,948,-0.64,Negative,542.62,0.31,65.53,46.88,45.84,3.84
Uniqlo,USA,2018,190.02,17.05,29,7136.86,224.93,1007.11,167.23,68,1,31.27,92.86,19,5688,3782,0.6,Negative,639.36,0.98,18.12,89.51,55.68,4.68
Shein,Turkey,2016,574.27,17.25,20,9431.51,106.33,580.97,89.8,42,0,23.32,105.05,16,4038,2561,0.44,Neutral,702.03,0.72,20.55,44.96,56.62,3.58
H&M,Germany,2019,581.74,23.38,24,9902.14,324.4,417.34,205.62,69,0,10.66,108.14,12,8266,7294,-0.86,Negative,577.44,0.4,92.59,89.79,86.52,1.54
Forever 21,Indonesia,2015,502.79,26.05,19,7030.91,162.26,906.48,176.82,65,1,16.73,157.88,9,5018,5780,0.76,Negative,381.18,0.4,27.2,85.13,39.41,3.55
H&M,Turkey,2022,565.6,16.99,8,9504.78,200.59,666.81,200.45,57,0,32.59,87.54,6,9678,6594,0.09,Positive,309.41,0.11,39.17,90.67,89.84,1.02
Shein,Vietnam,2017,657.38,9.74,26,14747.86,205.09,736.99,153.31,64,0,16.89,156.73,11,1418,577,-0.02,Negative,430.18,0.53,32.37,91.72,65.31,4.9
H&M,China,2024,475.95,16.71,12,5253.75,169.18,1236.65,232.21,50,3,33.08,132.74,16,7346,708,0.77,Positive,76.09,0.77,48.73,8.24,73.04,1.98
Shein,USA,2022,241.37,22.93,20,13004.88,166.35,445.39,115.39,46,0,37.01,149.15,15,2519,5376,0.97,Neutral,440.27,0.63,29.14,42.63,25.85,0.16
Zara,China,2022,426.52,24.04,20,5533.98,199.98,594.79,170.07,53,3,10.25,69.75,8,710,495,0.0,Positive,568.82,0.21,83.86,75.95,7.41,4.18
Forever 21,Bangladesh,2022,329.26,13.23,25,7140.03,180.68,1099.5,185.39,63,1,34.94,146.25,9,5119,3624,0.97,Negative,579.56,0.86,73.44,88.88,73.55,4.52
Forever 21,USA,2024,490.2,16.69,21,14063.6,314.91,486.49,174.01,56,0,20.29,155.06,17,7000,6539,-0.17,Positive,509.78,0.41,5.76,93.05,6.58,3.71
Zara,India,2019,577.95,19.29,7,10493.12,248.23,638.01,138.01,52,4,23.08,83.48,19,4654,869,0.49,Positive,410.34,0.37,24.52,98.86,6.65,4.22
Zara,India,2021,345.71,10.84,17,8211.1,358.79,463.68,284.32,63,0,16.1,50.94,18,925,1241,0.16,Neutral,469.49,0.74,6.2,3.39,37.85,3.47
Shein,Germany,2023,447.17,12.69,6,10214.01,106.11,805.24,194.09,44,2,28.57,86.71,9,9159,3276,0.93,Neutral,307.48,0.88,21.79,5.19,75.71,1.95
Zara,China,2022,577.03,22.99,13,9195.76,161.45,488.49,105.34,67,1,16.0,76.1,8,6268,1760,-0.95,Positive,690.4,0.49,57.26,18.2,25.66,1.1
Shein,Indonesia,2023,469.45,17.13,6,3467.81,238.04,889.3,117.24,59,3,23.18,118.17,3,2498,6276,0.71,Neutral,548.25,0.61,8.95,85.33,53.49,2.08
H&M,UK,2017,393.8,18.57,13,11600.61,231.49,727.04,115.12,67,0,22.82,79.85,18,638,4090,-0.17,Neutral,680.63,0.63,11.65,61.48,39.78,3.39
Uniqlo,Indonesia,2024,600.34,10.96,20,14653.44,246.17,1107.33,121.92,62,0,31.81,153.23,14,1610,1868,-0.74,Neutral,601.7,0.32,57.77,91.87,58.25,4.6
Zara,Brazil,2024,576.42,26.99,6,13566.07,174.54,721.18,135.65,62,0,22.32,74.83,16,8006,780,-0.52,Negative,515.85,0.78,87.27,28.13,9.52,1.27
Forever 21,Vietnam,2024,453.81,16.57,17,9728.25,50.13,893.43,98.26,50,0,15.78,120.18,5,3789,6441,0.38,Negative,525.8,0.52,32.91,26.51,92.57,1.45
Zara,Vietnam,2015,207.38,15.85,24,10789.75,197.36,1024.76,162.83,53,2,26.89,142.15,19,9198,5792,-0.89,Negative,769.64,0.76,27.27,57.19,24.23,4.19
Uniqlo,Bangladesh,2020,831.42,18.5,14,6403.56,86.53,643.95,127.16,44,2,17.19,169.71,14,2755,2379,-0.3,Positive,517.43,0.61,7.69,10.63,93.43,3.51
Shein,China,2015,362.42,14.03,27,6563.43,117.12,796.75,44.42,65,2,27.28,154.72,10,4276,7274,0.53,Negative,753.33,0.61,75.48,9.9,87.81,2.68
Forever 21,Turkey,2017,515.92,18.29,23,12109.07,155.39,761.33,173.64,47,1,22.32,137.04,10,892,1186,0.35,Negative,684.63,0.97,65.53,22.44,35.52,4.88
H&M,Indonesia,2022,549.3,12.63,28,14391.83,135.07,1042.69,57.67,43,1,18.16,84.12,9,2298,261,-0.32,Positive,526.7,0.21,47.57,39.97,72.18,4.77
Forever 21,Germany,2019,394.36,22.79,9,4109.2,125.67,1035.35,187.62,50,1,27.36,141.93,19,7486,4943,0.36,Positive,372.17,0.73,56.25,60.06,57.45,0.41
Zara,UK,2022,445.97,30.15,10,6942.26,264.41,844.24,171.85,41,1,29.91,127.51,14,9980,7533,-0.31,Positive,312.42,0.46,19.06,59.32,74.02,2.2
Zara,Germany,2020,375.33,25.27,15,6515.96,141.84,753.27,203.81,52,0,30.83,129.49,11,6480,6846,-0.41,Positive,505.02,0.15,52.08,81.66,85.14,1.18
Zara,China,2021,658.83,21.48,14,7984.41,151.19,702.33,124.33,69,2,31.94,158.37,5,6957,4884,0.08,Negative,445.99,0.76,55.33,94.9,10.15,3.61
